Country,Province,County,Continent,Population,StatsName
US,Georgia,Dougherty,North America,87956,"Dougherty, Georgia, US"
US,Illinois,Saline,North America,23491,"Saline, Illinois, US"
US,Indiana,Warren,North America,8265,"Warren, Indiana, US"
US,Georgia,Dooly,North America,13390,"Dooly, Georgia, US"
US,Illinois,Lee,North America,34096,"Lee, Illinois, US"
US,Indiana,Wabash,North America,30996,"Wabash, Indiana, US"
US,Georgia,Thomas,North America,44451,"Thomas, Georgia, US"
US,Illinois,Lawrence,North America,15678,"Lawrence, Illinois, US"
US,Georgia,Oconee,North America,40280,"Oconee, Georgia, US"
US,Florida,Gilchrist,North America,18582,"Gilchrist, Florida, US"
US,Georgia,Terrell,North America,8531,"Terrell, Georgia, US"
US,Georgia,Newton,North America,111744,"Newton, Georgia, US"
US,Colorado,Hinsdale,North America,820,"Hinsdale, Colorado, US"
US,Kentucky,Christian,North America,70461,"Christian, Kentucky, US"
US,Georgia,Telfair,North America,15860,"Telfair, Georgia, US"
US,Colorado,Routt,North America,25638,"Routt, Colorado, US"
US,Georgia,Randolph,North America,6778,"Randolph, Georgia, US"
US,Idaho,Latah,North America,40108,"Latah, Idaho, US"
US,Colorado,Rio Grande,North America,11267,"Rio Grande, Colorado, US"
US,Georgia,Lincoln,North America,7921,"Lincoln, Georgia, US"
US,Georgia,Rabun,North America,17137,"Rabun, Georgia, US"
US,Illinois,Hancock,North America,17708,"Hancock, Illinois, US"
US,Colorado,Rio Blanco,North America,6324,"Rio Blanco, Colorado, US"
US,Arkansas,Phillips,North America,17782,"Phillips, Arkansas, US"
US,Georgia,Quitman,North America,2299,"Quitman, Georgia, US"
US,Iowa,Dallas,North America,93453,"Dallas, Iowa, US"
US,Colorado,Pueblo,North America,168424,"Pueblo, Colorado, US"
US,Indiana,Cass,North America,37689,"Cass, Indiana, US"
US,Georgia,Putnam,North America,22119,"Putnam, Georgia, US"
US,Kansas,Douglas,North America,122259,"Douglas, Kansas, US"
US,Alaska,Sitka,North America,8493,"Sitka, Alaska, US"
US,Indiana,Carroll,North America,20257,"Carroll, Indiana, US"
US,California,Del Norte,North America,27812,"Del Norte, California, US"
US,Kansas,Doniphan,North America,7600,"Doniphan, Kansas, US"
US,Indiana,Jackson,North America,44231,"Jackson, Indiana, US"
US,Indiana,Brown,North America,15092,"Brown, Indiana, US"
US,Arkansas,Drew,North America,18219,"Drew, Arkansas, US"
US,Kansas,Dickinson,North America,18466,"Dickinson, Kansas, US"
US,Georgia,Wayne,North America,29927,"Wayne, Georgia, US"
US,Indiana,Boone,North America,67843,"Boone, Indiana, US"
US,California,Tuolumne,North America,54478,"Tuolumne, California, US"
US,Florida,Leon,North America,293582,"Leon, Florida, US"
US,Colorado,Boulder,North America,326196,"Boulder, Colorado, US"
US,California,Tulare,North America,466195,"Tulare, California, US"
US,Florida,Lee,North America,770577,"Lee, Florida, US"
US,Colorado,Bent,North America,5577,"Bent, Colorado, US"
US,California,Trinity,North America,12285,"Trinity, California, US"
US,Florida,Lake,North America,367118,"Lake, Florida, US"
US,Colorado,Baca,North America,3581,"Baca, Colorado, US"
US,California,Tehama,North America,65084,"Tehama, California, US"
US,Florida,Lafayette,North America,8422,"Lafayette, Florida, US"
US,Colorado,Archuleta,North America,14029,"Archuleta, Colorado, US"
US,California,Sutter,North America,96971,"Sutter, California, US"
US,Colorado,Montezuma,North America,26183,"Montezuma, Colorado, US"
US,Colorado,Arapahoe,North America,656590,"Arapahoe, Colorado, US"
US,California,Stanislaus,North America,550660,"Stanislaus, California, US"
US,Colorado,Moffat,North America,13283,"Moffat, Colorado, US"
US,Colorado,Alamosa,North America,16233,"Alamosa, Colorado, US"
US,California,Sonoma,North America,494336,"Sonoma, California, US"
US,Colorado,Mineral,North America,769,"Mineral, Colorado, US"
US,Colorado,Adams,North America,517421,"Adams, Colorado, US"
US,Connecticut,Tolland,North America,150721,"Tolland, Connecticut, US"
US,Georgia,Liberty,North America,61435,"Liberty, Georgia, US"
US,Georgia,Clay,North America,2834,"Clay, Georgia, US"
US,Connecticut,New London,North America,265206,"New London, Connecticut, US"
US,Georgia,Lee,North America,29992,"Lee, Georgia, US"
US,Georgia,Clarke,North America,128331,"Clarke, Georgia, US"
US,Connecticut,New Haven,North America,854757,"New Haven, Connecticut, US"
US,Georgia,Laurens,North America,47546,"Laurens, Georgia, US"
US,Georgia,Cherokee,North America,258773,"Cherokee, Georgia, US"
US,Connecticut,Middlesex,North America,162436,"Middlesex, Connecticut, US"
US,Georgia,Lanier,North America,10423,"Lanier, Georgia, US"
US,Georgia,Chattooga,North America,24789,"Chattooga, Georgia, US"
US,Connecticut,Litchfield,North America,180333,"Litchfield, Connecticut, US"
US,Alabama,Macon,North America,18068,"Macon, Alabama, US"
US,Georgia,Chattahoochee,North America,10907,"Chattahoochee, Georgia, US"
US,Connecticut,Hartford,North America,891720,"Hartford, Connecticut, US"
US,Alabama,Lowndes,North America,9726,"Lowndes, Alabama, US"
US,Georgia,Chatham,North America,289430,"Chatham, Georgia, US"
US,Connecticut,Fairfield,North America,943332,"Fairfield, Connecticut, US"
US,Alabama,Limestone,North America,98915,"Limestone, Alabama, US"
US,Georgia,Charlton,North America,13392,"Charlton, Georgia, US"
US,Colorado,,North America,5758736,"Colorado, US"
US,Alabama,Lee,North America,164542,"Lee, Alabama, US"
US,Georgia,Catoosa,North America,67580,"Catoosa, Georgia, US"
US,Colorado,Yuma,North America,10019,"Yuma, Colorado, US"
US,Alabama,Lawrence,North America,32924,"Lawrence, Alabama, US"
US,Georgia,Carroll,North America,119992,"Carroll, Georgia, US"
US,Colorado,Weld,North America,324492,"Weld, Colorado, US"
US,Alabama,Lauderdale,North America,92729,"Lauderdale, Alabama, US"
US,Alabama,Choctaw,North America,12589,"Choctaw, Alabama, US"
US,Colorado,Washington,North America,4908,"Washington, Colorado, US"
US,Alabama,Lamar,North America,13805,"Lamar, Alabama, US"
US,Alabama,Chilton,North America,44428,"Chilton, Alabama, US"
US,Colorado,Unassigned,North America,0,"Unassigned, Colorado, US"
US,Kentucky,Casey,North America,16159,"Casey, Kentucky, US"
US,Georgia,Taylor,North America,8020,"Taylor, Georgia, US"
US,Georgia,Houston,North America,157863,"Houston, Georgia, US"
US,Kentucky,Magoffin,North America,12161,"Magoffin, Kentucky, US"
US,Idaho,Kootenai,North America,165697,"Kootenai, Idaho, US"
US,Georgia,Henry,North America,234561,"Henry, Georgia, US"
US,Kentucky,Madison,North America,92987,"Madison, Kentucky, US"
US,Idaho,Jerome,North America,24412,"Jerome, Idaho, US"
US,Georgia,Heard,North America,11923,"Heard, Georgia, US"
US,Kentucky,Lyon,North America,8210,"Lyon, Kentucky, US"
US,Idaho,Jefferson,North America,29871,"Jefferson, Idaho, US"
US,Georgia,Hart,North America,26205,"Hart, Georgia, US"
US,Kentucky,Logan,North America,27102,"Logan, Kentucky, US"
US,Idaho,Idaho,North America,16667,"Idaho, Idaho, US"
US,Georgia,Harris,North America,35236,"Harris, Georgia, US"
UK,Gibraltar,,Europe,33691,"Gibraltar, United Kingdom"
US,Florida,Volusia,North America,553284,"Volusia, Florida, US"
US,Alaska,Prince of Wales-Hyder,North America,6203,"Prince of Wales-Hyder, Alaska, US"
US,Illinois,Brown,North America,6578,"Brown, Illinois, US"
US,California,Contra Costa,North America,1153526,"Contra Costa, California, US"
US,Alaska,Petersburg,North America,3266,"Petersburg, Alaska, US"
US,Idaho,Bannock,North America,87808,"Bannock, Idaho, US"
US,California,Colusa,North America,21547,"Colusa, California, US"
US,Indiana,Huntington,North America,36520,"Huntington, Indiana, US"
US,Idaho,Adams,North America,4294,"Adams, Idaho, US"
US,California,Calaveras,North America,45905,"Calaveras, California, US"
US,Arkansas,Desha,North America,11361,"Desha, Arkansas, US"
US,Idaho,Ada,North America,481587,"Ada, Idaho, US"
US,California,Butte,North America,219186,"Butte, California, US"
US,Arkansas,Dallas,North America,7009,"Dallas, Arkansas, US"
US,Hawaii,,North America,1415872,"Hawaii, US"
US,California,Kings,North America,152940,"Kings, California, US"
US,Arkansas,Cross,North America,16419,"Cross, Arkansas, US"
US,Hawaii,Unassigned,North America,0,"Unassigned, Hawaii, US"
US,California,Kern,North America,900202,"Kern, California, US"
US,Illinois,Rock Island,North America,141879,"Rock Island, Illinois, US"
US,Hawaii,Out of HI,North America,0,"Out of HI, Hawaii, US"
US,California,Inyo,North America,18039,"Inyo, California, US"
US,Illinois,Richland,North America,15513,"Richland, Illinois, US"
US,Hawaii,Maui,North America,167417,"Maui, Hawaii, US"
US,Florida,Gadsden,North America,45660,"Gadsden, Florida, US"
US,Illinois,Randolph,North America,31782,"Randolph, Illinois, US"
US,Hawaii,Kauai,North America,72293,"Kauai, Hawaii, US"
US,Florida,Franklin,North America,12125,"Franklin, Florida, US"
US,Alabama,Jefferson,North America,658573,"Jefferson, Alabama, US"
US,Alabama,Cherokee,North America,26196,"Cherokee, Alabama, US"
US,Virgin Islands,Virgin Islands,North America,107268,"Virgin Islands, US"
US,New Hampshire,Nashua,North America,417025,"Hillsborough, New Hampshire, US"
Niger,Main territory,,Africa,24206636,Niger
US,California,Solano,North America,447643,"Solano, California, US"
US,Colorado,Mesa,North America,154210,"Mesa, Colorado, US"
Antigua and Barbuda,,,North America,97928,Antigua and Barbuda
US,California,Siskiyou,North America,43539,"Siskiyou, California, US"
US,Colorado,Logan,North America,22409,"Logan, Colorado, US"
Antigua and Barbuda,Main territory,,North America,97928,Antigua and Barbuda
US,California,Sierra,North America,3005,"Sierra, California, US"
US,Iowa,Crawford,North America,16820,"Crawford, Iowa, US"
US,Colorado,Lincoln,North America,5701,"Lincoln, Colorado, US"
US,Georgia,Glascock,North America,2971,"Glascock, Georgia, US"
US,California,Shasta,North America,180080,"Shasta, California, US"
US,Idaho,Gooding,North America,15179,"Gooding, Idaho, US"
US,Georgia,Haralson,North America,29792,"Haralson, Georgia, US"
UK,Falkland Islands (Malvinas),,South America,3483,"Falkland Islands (Malvinas), United Kingdom"
US,Idaho,Gem,North America,18112,"Gem, Idaho, US"
US,Georgia,Hancock,North America,8457,"Hancock, Georgia, US"
UK,England,,Europe,55977200,"England, United Kingdom"
US,Idaho,Fremont,North America,13099,"Fremont, Idaho, US"
Moldova,Main territory,,Europe,4033963,Moldova
UK,Channel Islands,,Europe,170499,"Channel Islands, United Kingdom"
US,Idaho,Franklin,North America,13876,"Franklin, Idaho, US"
US,Indiana,Blackford,North America,11758,"Blackford, Indiana, US"
UK,Cayman Islands,,North America,65720,"Cayman Islands, United Kingdom"
US,Idaho,Elmore,North America,27511,"Elmore, Idaho, US"
US,Arizona,La Paz,North America,21108,"La Paz, Arizona, US"
US,Iowa,Winneshiek,North America,19991,"Winneshiek, Iowa, US"
US,Arkansas,Crittenden,North America,47955,"Crittenden, Arkansas, US"
US,Georgia,Dodge,North America,20605,"Dodge, Georgia, US"
US,Indiana,Vigo,North America,107038,"Vigo, Indiana, US"
US,Kansas,Reno,North America,61998,"Reno, Kansas, US"
US,Illinois,Lake,North America,696535,"Lake, Illinois, US"
US,California,Imperial,North America,181215,"Imperial, California, US"
US,Florida,Jefferson,North America,14246,"Jefferson, Florida, US"
US,Georgia,Muscogee,North America,195769,"Muscogee, Georgia, US"
US,Colorado,Gunnison,North America,17462,"Gunnison, Colorado, US"
US,Illinois,Putnam,North America,5739,"Putnam, Illinois, US"
Hungary,Main territory,,Europe,9660350,Hungary
US,Florida,Flagler,North America,115081,"Flagler, Florida, US"
US,Colorado,Grand,North America,15734,"Grand, Colorado, US"
US,Alabama,Chambers,North America,33254,"Chambers, Alabama, US"
US,Florida,Escambia,North America,318316,"Escambia, Florida, US"
US,Colorado,Gilpin,North America,6243,"Gilpin, Colorado, US"
US,Minnesota,LeSeur,North America,28887,"Le Sueur, Minnesota, US"
US,California,,North America,39512223,"California, US"
US,Illinois,Hamilton,North America,8116,"Hamilton, Illinois, US"
US,Georgia,Brooks,North America,15457,"Brooks, Georgia, US"
US,California,Yuba,North America,78668,"Yuba, California, US"
US,Illinois,Coles,North America,50621,"Coles, Illinois, US"
US,Colorado,Prowers,North America,12172,"Prowers, Colorado, US"
US,Georgia,Brantley,North America,19109,"Brantley, Georgia, US"
US,Illinois,Clinton,North America,37562,"Clinton, Illinois, US"
US,Alaska,Bristol Bay plus Lake and Peninsula,North America,2428,"Bristol Bay plus Lake and Peninsula, Alaska, US"
US,Georgia,Bleckley,North America,12873,"Bleckley, Georgia, US"
US,Iowa,Clinton,North America,46429,"Clinton, Iowa, US"
US,Alaska,Bristol Bay,North America,836,"Bristol Bay plus Lake Peninsula, Alaska, US"
US,Georgia,Bibb,North America,153159,"Bibb, Georgia, US"
US,California,Santa Cruz,North America,273213,"Santa Cruz, California, US"
US,Alaska,Bethel,North America,18386,"Bethel, Alaska, US"
US,Illinois,Boone,North America,53544,"Boone, Illinois, US"
US,Alaska,Northwest Arctic,North America,7621,"Northwest Arctic, Alaska, US"
US,Florida,Polk,North America,724777,"Polk, Florida, US"
US,Illinois,Bond,North America,16426,"Bond, Illinois, US"
US,Indiana,Howard,North America,82544,"Howard, Indiana, US"
US,Florida,Pinellas,North America,974996,"Pinellas, Florida, US"
US,Kansas,Decatur,North America,2827,"Decatur, Kansas, US"
US,Georgia,Washington,North America,20374,"Washington, Georgia, US"
Saint Kitts and Nevis,,,North America,53192,Saint Kitts and Nevis
US,California,Amador,North America,39752,"Amador, California, US"
US,Indiana,Benton,North America,8748,"Benton, Indiana, US"
UK,British Virgin Islands,,North America,30237,"British Virgin Islands, United Kingdom"
US,Idaho,Custer,North America,4315,"Custer, Idaho, US"
US,Arizona,Greenlee,North America,9498,"Greenlee, Arizona, US"
UK,Bermuda,,North America,62273,"Bermuda, United Kingdom"
US,Iowa,Winnebago,North America,10354,"Winnebago, Iowa, US"
US,Arizona,Graham,North America,38837,"Graham, Arizona, US"
US,Arkansas,Crawford,North America,63257,"Crawford, Arkansas, US"
US,Iowa,Webster,North America,35904,"Webster, Iowa, US"
Mexico,Chiapas,,North America,5730367,"Chiapas, Mexico"
US,Arizona,Gila,North America,54018,"Gila, Arizona, US"
US,Iowa,Wayne,North America,6441,"Wayne, Iowa, US"
Mexico,Campeche,,North America,1000617,"Campeche, Mexico"
US,Florida,Jackson,North America,46414,"Jackson, Florida, US"
US,Georgia,Murray,North America,40096,"Murray, Georgia, US"
US,Alabama,Jackson,North America,51626,"Jackson, Alabama, US"
US,Florida,Indian River,North America,159923,"Indian River, Florida, US"
US,Illinois,Pulaski,North America,5335,"Pulaski, Illinois, US"
Belgium,,,Europe,11589616,Belgium
US,Alabama,Houston,North America,105882,"Houston, Alabama, US"
US,Alabama,Calhoun,North America,113605,"Calhoun, Alabama, US"
US,Florida,Duval,North America,957755,"Duval, Florida, US"
Belgium,West Flanders,,Europe,1195796,"West Flanders, Belgium"
US,Utah,Box Elder,North America,56046,"Box Elder, Utah, US"
US,Florida,Dixie,North America,16826,"Dixie, Florida, US"
US,Arkansas,Perry,North America,10455,"Perry, Arkansas, US"
US,Illinois,Grundy,North America,51054,"Grundy, Illinois, US"
Belarus,,,Europe,9449321,Belarus
Marshall Islands,Main territory,,Oceania,58413,Marshall Islands
US,Colorado,Pitkin,North America,17767,"Pitkin, Colorado, US"
Sweden,Orebro,,Europe,304805,"Orebro, Sweden"
US,Colorado,Las Animas,North America,14506,"Las Animas, Colorado, US"
US,Colorado,Phillips,North America,4265,"Phillips, Colorado, US"
Sweden,Norrbotten,,Europe,250093,"Norrbotten, Sweden"
US,Georgia,Berrien,North America,19397,"Berrien, Georgia, US"
US,California,Santa Clara,North America,1927852,"Santa Clara, California, US"
US,Alaska,Anchorage,North America,288000,"Anchorage, Alaska, US"
US,Alaska,North Slope,North America,9832,"North Slope, Alaska, US"
US,Illinois,Alexander,North America,5761,"Alexander, Illinois, US"
US,Indiana,Henry,North America,47972,"Henry, Indiana, US"
US,Alaska,Nome,North America,10004,"Nome, Alaska, US"
US,Florida,Pasco,North America,553947,"Pasco, Florida, US"
US,Kansas,Crawford,North America,38818,"Crawford, Kansas, US"
US,Georgia,Warren,North America,5254,"Warren, Georgia, US"
Saint Kitts and Nevis,Main territory,,North America,53192,Saint Kitts and Nevis
US,Kansas,Cowley,North America,34908,"Cowley, Kansas, US"
US,Indiana,Bartholomew,North America,83779,"Bartholomew, Indiana, US"
US,Idaho,Clearwater,North America,8756,"Clearwater, Idaho, US"
UK,Anguilla,,North America,15002,"Anguilla, United Kingdom"
US,Indiana,Allen,North America,379299,"Allen, Indiana, US"
US,Idaho,Clark,North America,845,"Clark, Idaho, US"
US,Arkansas,Craighead,North America,110332,"Craighead, Arkansas, US"
US,Indiana,Adams,North America,35777,"Adams, Indiana, US"
US,California,Humboldt,North America,135558,"Humboldt, California, US"
US,Idaho,Cassia,North America,24030,"Cassia, Idaho, US"
US,Iowa,Washington,North America,21965,"Washington, Iowa, US"
US,Illinois,,North America,12671821,"Illinois, US"
US,Idaho,Caribou,North America,7155,"Caribou, Idaho, US"
US,Iowa,Warren,North America,51466,"Warren, Iowa, US"
US,Main territory,,North America,329466283,US
US,Idaho,Canyon,North America,229849,"Canyon, Idaho, US"
US,Colorado,Garfield,North America,60061,"Garfield, Colorado, US"
US,Iowa,Wapello,North America,34969,"Wapello, Iowa, US"
US,Alabama,Butler,North America,19448,"Butler, Alabama, US"
US,Colorado,Fremont,North America,47839,"Fremont, Colorado, US"
US,Utah,Cache,North America,128289,"Cache, Utah, US"
US,Florida,DeSoto,North America,38001,"DeSoto, Florida, US"
US,Arkansas,Ouachita,North America,23382,"Ouachita, Arkansas, US"
US,Illinois,Greene,North America,12969,"Greene, Illinois, US"
US,Florida,Columbia,North America,71686,"Columbia, Florida, US"
US,Arkansas,Newton,North America,7753,"Newton, Arkansas, US"
US,Illinois,Gallatin,North America,4828,"Gallatin, Illinois, US"
US,Florida,Collier,North America,384902,"Collier, Florida, US"
US,Colorado,Larimer,North America,356899,"Larimer, Colorado, US"
US,Colorado,Park,North America,18845,"Park, Colorado, US"
US,Florida,Clay,North America,219252,"Clay, Florida, US"
US,Georgia,Ben Hill,North America,16700,"Ben Hill, Georgia, US"
US,Colorado,Lake,North America,8127,"Lake, Colorado, US"
US,Florida,Citrus,North America,149657,"Citrus, Florida, US"
US,Alaska,Aleutians West,North America,5634,"Aleutians West, Alaska, US"
US,Illinois,Adams,North America,65435,"Adams, Illinois, US"
US,Indiana,Hendricks,North America,170311,"Hendricks, Indiana, US"
US,Alaska,Matanuska-Susitna,North America,108317,"Matanuska-Susitna, Alaska, US"
US,Idaho,,North America,1787065,"Idaho, US"
US,Indiana,Harrison,North America,40515,"Harrison, Indiana, US"
US,California,Alpine,North America,1129,"Alpine, California, US"
US,Idaho,Washington,North America,10194,"Washington, Idaho, US"
US,Indiana,Hancock,North America,78168,"Hancock, Indiana, US"
Mexico,,,North America,127792286,Mexico
US,Georgia,Decatur,North America,26404,"Decatur, Georgia, US"
US,Kansas,Rawlins,North America,2530,"Rawlins, Kansas, US"
UK,Main territory,,Europe,67886004,United Kingdom
US,Illinois,LaSalle,North America,108669,"LaSalle, Illinois, US"
US,Georgia,DeKalb,North America,759297,"DeKalb, Georgia, US"
US,Arkansas,Conway,North America,20846,"Conway, Arkansas, US"
US,Illinois,Knox,North America,49699,"Knox, Illinois, US"
US,Georgia,Dawson,North America,26108,"Dawson, Georgia, US"
US,Arkansas,Columbia,North America,23457,"Columbia, Arkansas, US"
US,Illinois,Kendall,North America,128990,"Kendall, Illinois, US"
US,Georgia,Dade,North America,16116,"Dade, Georgia, US"
US,Alabama,Henry,North America,17205,"Henry, Alabama, US"
US,Illinois,Kankakee,North America,109862,"Kankakee, Illinois, US"
US,Georgia,Crisp,North America,22372,"Crisp, Georgia, US"
US,Alabama,Hale,North America,14651,"Hale, Alabama, US"
US,Iowa,Van Buren,North America,7044,"Van Buren, Iowa, US"
US,Georgia,Crawford,North America,12404,"Crawford, Georgia, US"
US,Alabama,Greene,North America,8111,"Greene, Alabama, US"
US,Iowa,Union,North America,12241,"Union, Iowa, US"
US,Georgia,Coweta,North America,148509,"Coweta, Georgia, US"
Belarus,Main territory,,Europe,9449321,Belarus
US,Iowa,Unassigned,North America,0,"Unassigned, Iowa, US"
Burkina Faso,,,Africa,20903278,Burkina Faso
Samoa,,,Oceania,196130,Samoa
US,Iowa,Taylor,North America,6121,"Taylor, Iowa, US"
US,Arkansas,Nevada,North America,8252,"Nevada, Arkansas, US"
Samoa,Main territory,,Oceania,196130,Samoa
Sweden,Kronoberg,,Europe,201469,"Kronoberg, Sweden"
US,California,Santa Barbara,North America,446499,"Santa Barbara, California, US"
US,Colorado,Out of CO,North America,0,"Out of CO, Colorado, US"
UK,,,Europe,67886004,United Kingdom
US,California,San Mateo,North America,766573,"San Mateo, California, US"
US,Colorado,Ouray,North America,4952,"Ouray, Colorado, US"
UK,Wales,,Europe,3138600,"Wales, United Kingdom"
US,California,San Luis Obispo,North America,283111,"San Luis Obispo, California, US"
US,Florida,Palm Beach,North America,1496770,"Palm Beach, Florida, US"
UK,Other,,Europe,0,"Unknown, United Kingdom"
US,California,San Joaquin,North America,762148,"San Joaquin, California, US"
US,California,Alameda,North America,1671329,"Alameda, California, US"
UK,Turks and Caicos Islands,,North America,38718,"Turks and Caicos Islands, United Kingdom"
US,California,San Francisco,North America,881549,"San Francisco, California, US"
US,Arkansas,,North America,3017804,"Arkansas, US"
US,Arizona,Coconino,North America,143476,"Coconino, Arizona, US"
UK,Scotland,,Europe,5463300,"Scotland, United Kingdom"
US,Arkansas,Yell,North America,21341,"Yell, Arkansas, US"
US,Arizona,Cochise,North America,125922,"Cochise, Arizona, US"
US,California,Glenn,North America,28393,"Glenn, California, US"
US,Georgia,Morgan,North America,19276,"Morgan, Georgia, US"
US,Illinois,Woodford,North America,38459,"Woodford, Illinois, US"
US,Florida,Holmes,North America,19617,"Holmes, Florida, US"
US,Georgia,Montgomery,North America,9172,"Montgomery, Georgia, US"
US,Illinois,Winnebago,North America,282572,"Winnebago, Illinois, US"
US,Florida,Hillsborough,North America,1471968,"Hillsborough, Florida, US"
US,Georgia,Monroe,North America,27578,"Monroe, Georgia, US"
US,Alabama,Bullock,North America,10101,"Bullock, Alabama, US"
US,Colorado,Elbert,North America,26729,"Elbert, Colorado, US"
US,Florida,Highlands,North America,106221,"Highlands, Florida, US"
US,Alabama,Geneva,North America,26271,"Geneva, Alabama, US"
US,Georgia,Gilmer,North America,31369,"Gilmer, Georgia, US"
US,Florida,Union,North America,15237,"Union, Florida, US"
Burkina Faso,Main territory,,Africa,20903278,Burkina Faso
US,Arkansas,Montgomery,North America,8986,"Montgomery, Arkansas, US"
US,Georgia,Bartow,North America,107738,"Bartow, Georgia, US"
Sweden,Kalmar,,Europe,245446,"Kalmar, Sweden"
Rwanda,,,Africa,12952209,Rwanda
US,Florida,Charlotte,North America,188910,"Charlotte, Florida, US"
US,Alaska,Aleutians East,North America,3337,"Aleutians East, Alaska, US"
US,Alaska,Kusilvak,North America,8314,"Kusilvak, Alaska, US"
US,Georgia,Ware,North America,35734,"Ware, Georgia, US"
US,Florida,Calhoun,North America,14105,"Calhoun, Florida, US"
US,Idaho,Valley,North America,11392,"Valley, Idaho, US"
US,Indiana,Hamilton,North America,338011,"Hamilton, Indiana, US"
Mexico,Zacatecas,,North America,1666426,"Zacatecas, Mexico"
US,Kansas,Pratt,North America,9164,"Pratt, Kansas, US"
US,Indiana,Greene,North America,31922,"Greene, Indiana, US"
Mexico,Yucatan,,North America,2259098,"Yucatan, Mexico"
US,Kansas,Pottawatomie,North America,24383,"Pottawatomie, Kansas, US"
US,Indiana,Grant,North America,65769,"Grant, Indiana, US"
Mexico,Veracruz,,North America,8539862,"Veracruz, Mexico"
US,Kansas,Phillips,North America,5234,"Phillips, Kansas, US"
US,Indiana,Gibson,North America,33659,"Gibson, Indiana, US"
US,Washington,Garfield County,North America,2225,"Garfield, Washington, US"
Mexico,Other,,North America,0,"Unknown, Mexico"
Belgium,Walloon Brabant,,Europe,403599,"Walloon Brabant, Belgium"
US,Indiana,Fulton,North America,19974,"Fulton, Indiana, US"
US,Nevada,Elko County,North America,52778,"Elko, Nevada, US"
US,Alabama,Blount,North America,57826,"Blount, Alabama, US"
US,Colorado,El Paso,North America,720403,"El Paso, Colorado, US"
US,Alabama,Franklin,North America,31362,"Franklin, Alabama, US"
US,Georgia,Fulton,North America,1063937,"Fulton, Georgia, US"
US,Florida,Unassigned,North America,0,"Unassigned, Florida, US"
US,Colorado,La Plata,North America,56221,"La Plata, Colorado, US"
US,Alabama,Fayette,North America,16302,"Fayette, Alabama, US"
US,Georgia,Barrow,North America,83240,"Barrow, Georgia, US"
Sweden,Jonkoping,,Europe,363599,"Jonkoping, Sweden"
Rwanda,Main territory,,Africa,12952209,Rwanda
US,Florida,Osceola,North America,375751,"Osceola, Florida, US"
Sweden,Jamtland Harjedalen,,Europe,130810,"Jamtland Harjedalen, Sweden"
US,Alaska,Kodiak Island,North America,12998,"Kodiak Island, Alaska, US"
US,Florida,Broward,North America,1952778,"Broward, Florida, US"
US,California,San Diego,North America,3338330,"San Diego, California, US"
UK,Channel Islands,Guernsey,Europe,170499,"Channel Islands, United Kingdom"
US,Alaska,Ketchikan Gateway,North America,13901,"Ketchikan Gateway, Alaska, US"
UK,"Saint Helena, Ascension and Tristan da Cunha",,Africa,5661,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
UK,Channel Islands,Jersey,Europe,170499,"Channel Islands, United Kingdom"
US,Arizona,Apache,North America,71887,"Apache, Arizona, US"
US,Arkansas,Cleveland,North America,7956,"Cleveland, Arkansas, US"
US,Idaho,Camas,North America,1106,"Camas, Idaho, US"
US,Kansas,Pawnee,North America,6414,"Pawnee, Kansas, US"
US,Illinois,Williamson,North America,66597,"Williamson, Illinois, US"
US,American Samoa,,Oceania,55641,"American Samoa, US"
Mexico,Tlaxcala,,North America,1380011,"Tlaxcala, Mexico"
Belgium,Other,,Europe,0,"Unknown, Belgium"
US,Indiana,Franklin,North America,22758,"Franklin, Indiana, US"
US,Tennessee,Unknown,North America,0,"Unassigned, Tennessee, US"
US,Alabama,Bibb,North America,22394,"Bibb, Alabama, US"
US,Colorado,Eagle,North America,55127,"Eagle, Colorado, US"
US,Arkansas,Monroe,North America,6701,"Monroe, Arkansas, US"
US,Georgia,Franklin,North America,23349,"Franklin, Georgia, US"
US,Florida,Taylor,North America,21569,"Taylor, Florida, US"
US,Colorado,Kit Carson,North America,7097,"Kit Carson, Colorado, US"
US,Alabama,Etowah,North America,102268,"Etowah, Alabama, US"
US,Georgia,Banks,North America,19234,"Banks, Georgia, US"
US,Colorado,Kiowa,North America,1406,"Kiowa, Colorado, US"
US,Alabama,,North America,4903185,"Alabama, US"
Palau,,,Oceania,18008,Palau
US,Colorado,Jefferson,North America,582881,"Jefferson, Colorado, US"
US,Florida,Orange,North America,1393452,"Orange, Florida, US"
Sweden,Halland,,Europe,333848,"Halland, Sweden"
Mexico,Baja California Sur,,North America,804708,"Baja California Sur, Mexico"
US,Florida,Brevard,North America,601942,"Brevard, Florida, US"
US,California,San Bernardino,North America,2180085,"San Bernardino, California, US"
Sweden,Gotland,,Europe,59686,"Gotland, Sweden"
US,Alaska,Kenai Peninsula,North America,58708,"Kenai Peninsula, Alaska, US"
UK,Northern Ireland,,Europe,1881600,"Northern Ireland, United Kingdom"
Nigeria,,,Africa,206139587,Nigeria
US,Alaska,Yukon-Koyukuk,North America,5230,"Yukon-Koyukuk, Alaska, US"
US,Arkansas,Cleburne,North America,24919,"Cleburne, Arkansas, US"
US,Idaho,Butte,North America,2597,"Butte, Idaho, US"
US,Kansas,Ottawa,North America,5704,"Ottawa, Kansas, US"
